x,y
25,483980,-2,514522
13,343476,18,281656
-12,053753,0,849034
-13,967675,4,998537
6,320209,-5,584535
11,558092,0,024572
-8,930016,-13,359684
-23,007925,17,905655
-1,734346,-3,777893
-11,639937,-1,060009
-5,110971,-5,939354
3,675152,3,269572
-18,637993,10,660034
5,667338,16,978357
12,573954,-15,546571
6,707373,17,581081
10,681681,-10,228804
-2,740497,-7,631505
-0,766503,-6,022878
-12,009030,5,853564
-7,420714,-1,600188
5,853213,-2,196608
6,713100,17,163099
17,861197,7,293339
19,348129,-3,840796
15,052323,4,585731
-3,369231,1,887490
11,314551,-15,485451
9,537435,17,577488
18,926832,6,358377
2,017657,8,884003
2,052854,8,015528
-12,449799,10,662498
-1,908395,4,320284
6,101145,16,765045
-8,195639,-0,710148
2,810985,8,018045
-6,093127,-13,459452
-16,076794,-8,680021
-13,926147,-7,233362
-2,276440,6,195118
-19,652180,-3,022708
-12,797968,8,550780
-3,641762,0,286544
23,980192,-2,641487
-13,545431,4,583422
-15,243391,13,713792
-0,687596,11,284776
-13,711831,5,436954
8,100915,-9,545039
-14,397007,-9,549399
2,844970,4,496574
20,132051,7,678930
4,268895,-9,173432
25,264725,-2,133927
12,741168,-10,963474
6,718324,2,719795
-16,410917,9,858353
-14,064966,-10,286086
21,541571,-12,533917
-4,341186,-7,391232
24,501305,-2,265438
-1,217030,2,321877
-5,056891,-9,333925
17,765776,5,724679
1,366022,4,237885
5,863793,17,017307
-13,499568,4,362833
-8,291110,-0,353140
-16,604246,12,614257
-11,197086,-11,837108
-13,583315,14,790266
-3,973336,-2,561134
-12,750736,11,396935
3,237694,0,915817
-3,875003,5,270255
0,289948,-1,516009
19,944401,7,141293
14,598743,-10,437104
15,419560,-16,630426
-14,614408,6,201653
-18,389082,10,056418
7,291211,-7,696324
14,875547,-4,503823
-6,320889,3,538440
-6,497134,1,961874
-12,555258,11,283832
18,601761,6,905066
-11,175554,-12,322035
2,304987,-7,732910
-8,313401,-12,841072
21,111488,5,246175
-19,656897,-3,028266
-0,916908,-2,639272
-12,483477,2,052039
-17,942886,11,336466
5,167511,7,480899
-9,862986,4,615158
-5,039794,2,592158
-13,178024,10,576414
-0,432125,11,317141
-9,068505,4,912241
-7,930402,20,142109
-9,920811,-2,908829
4,983993,16,445423
-5,801989,22,141327
-6,371757,-16,739948
19,229137,-3,776074
-3,016421,-13,397111
17,786810,-16,237623
-18,790037,7,924663
-6,910338,-2,177664
23,052896,-2,142935
24,634155,-1,028702
16,293821,-16,777353
24,471148,-1,374148
-12,392094,14,460238
6,134276,3,880789
21,530294,-14,108411
15,628855,4,339123
-2,204052,4,185008
-8,009602,-0,798843
6,903902,-9,149664
-12,568598,10,843269
-3,838914,-0,737879
13,950554,2,747985
-17,862787,5,255737
0,884989,12,480956
-9,937056,-3,051993
-24,014912,17,387724
-12,170596,-13,316753
6,718825,1,662373
16,433746,-16,793032
6,465528,-11,918482
-13,024432,-7,966626
16,560730,-16,438650
-12,861672,-8,320804
9,156102,-3,347260
-5,569980,-2,797641
-14,332997,8,910696
3,310670,-1,902938
-21,349627,18,575331
0,339821,-17,713913
9,940379,-6,069898
-13,005151,15,152749
-2,553946,5,082886
-11,481438,4,082450
-0,331720,0,045426
-2,822321,-8,338607
4,731366,2,911664
-10,957811,17,076351
-11,846645,-3,538635
14,495996,16,468767
-7,852442,20,216473
-20,694901,18,744440
-14,544925,7,702441
5,161426,16,608538
-3,028655,4,359447
12,016934,-10,355330
-6,928885,-0,813284
-6,258284,2,755708
-14,229465,12,913442
-16,432503,5,774836
-15,553658,7,776058
-14,618217,-8,268630
-13,089294,-6,760029
4,050199,8,282132
14,200777,3,713674
-2,692513,4,521160
14,131306,-4,721998
14,226527,3,529725
-3,382800,-2,586430
-14,424977,11,712847
1,850236,12,091144
-1,626770,11,703558
17,330128,-16,310110
8,991017,-10,265898
-16,317429,-8,677920
-4,768229,-17,255613
25,506798,-2,351411
12,877433,18,446646
14,041162,-4,548887
-11,030693,17,008650
-13,870249,11,385524
14,087419,-16,311850
-0,581933,3,502873
16,738083,-16,656898
1,422792,12,443535
12,644507,19,341080
-12,153405,15,278910
-8,916641,-17,657007
-4,279306,-16,951315
-10,877988,-2,184910
6,077814,0,387087
23,755192,-2,553624
15,966528,5,446959
-14,376163,-9,260863
3,836706,-8,068405
-4,921772,-13,116620
-0,861871,-4,622495
-0,624921,3,720587
-1,078499,1,100269
4,565552,-8,090079
21,657400,-14,189459
0,294783,7,512732
-2,497690,7,822907
-0,091298,-7,653118
-6,339289,4,230513
-2,907947,-16,394514
14,119678,19,923746
21,469271,-12,537075
13,451451,20,524765
-13,785531,-6,189630
5,699652,-10,791020
5,296042,-3,402754
11,153381,-15,320481
-4,480700,-7,185710
-14,562099,-7,992611
3,561729,8,107816
-6,326575,3,076040
-18,354492,6,485817
-6,070665,-11,197331
16,000401,-16,815371
3,061232,-3,893633
-0,572553,6,835404
-0,595376,3,573483
2,519113,13,948203
-11,043929,2,743638
19,154106,8,450336
23,745893,-1,935238
9,884682,-10,445608
17,535059,5,696614
-6,972442,-3,108826
-1,910669,6,391318
21,095469,-14,797680
-15,400674,8,053715
9,918585,-4,337915
14,277578,-4,525068
10,883257,-4,754290
-17,290638,11,066175
-14,137991,-7,067564
5,176752,-0,025500
-4,241981,-15,631959
2,337716,8,691839
0,283692,5,454829
21,162617,-2,608567
-2,894015,3,990531
0,551425,1,511757
6,711736,1,334660
13,212678,19,721775
6,833386,3,321757
-17,786915,10,266752
-11,441550,2,462204
-9,592831,-13,381386
1,611634,-5,363417
20,911480,-14,888061
9,356088,-9,130990
-10,224618,-0,883514
-4,410114,-17,340761
-6,346450,-10,029991
-6,866796,21,156462
12,545136,17,962593
1,633367,7,139970
2,834094,2,122201
-12,223970,10,637218
-3,565199,0,175033
13,857970,3,355963
14,882733,16,411314
17,885401,7,063264
14,396461,3,934507
2,536268,8,347366
-3,265512,-11,319422
-2,297868,6,149445
-1,242575,2,439827
10,939598,-13,499205
5,766908,7,149365
-1,408331,7,025948
-13,885777,-5,811934
0,761438,-9,086306
-3,887387,-7,956950
15,959146,5,425010
-7,008594,-4,252939
11,436374,-8,035488
-3,150907,-16,737339
-12,515441,10,922686
-8,589362,19,471790
9,690536,18,153437
13,107169,-10,821922
13,218282,18,512884
0,665340,-5,108035
-14,141760,6,095218
-11,462237,0,716152
1,780696,-6,495863
24,130808,0,230440
2,705760,8,088794
15,726758,-4,408070
-11,571443,-12,164726
-14,399006,5,910063
14,103892,3,046922
2,769145,7,890549
9,860552,18,143015
4,303494,-10,150026
-3,197729,-2,752110
-11,557739,16,525278
-2,748491,3,055389
-0,248853,-7,200997
-10,512546,-3,258877
12,469987,1,395918
22,751163,-1,470874
-12,700515,13,990963
-3,644598,4,678719
18,623293,-3,946251
-15,179196,13,654526
3,067676,-8,931049
0,094547,-4,753042
1,046224,6,601941
19,367905,-3,106840
1,032133,5,426304
-23,959475,17,414188
18,942207,-3,982470
13,586435,-10,481231
-13,043341,11,850649
-3,696659,3,984340
-2,761870,2,982949
-14,777714,13,777856
-22,020374,18,334625
20,567472,-14,134901
8,402749,17,774559
-4,555504,-7,310362
11,487440,-0,087024
17,159063,-4,066924
-17,656576,4,963565
-18,048395,11,075885
-4,386868,-17,022301
-3,016497,-5,167712
-3,431586,-7,939190
13,861322,19,870239
-12,726709,11,724193
8,098605,-9,638024
4,526656,8,350450
-3,340209,-16,818893
22,143322,-12,634049
7,778431,-8,671552
-2,777316,-16,244167
4,383287,8,288210
-3,277310,-5,627566
0,124215,-8,650853
-8,813625,-14,808934
11,156123,-7,364341
6,106529,6,063313
0,123053,-5,167828
-17,403093,18,665655
17,281960,-16,537716
16,298996,-16,850115
9,874980,17,804541
-14,562876,-7,859143
-12,074701,2,585680
-0,747043,11,219759
-12,664931,-4,876962
-13,586624,12,162370
15,654150,-10,391506
-1,438727,11,232302
22,323753,-14,211237
22,018959,-12,592757
24,783545,-1,392447
2,803619,-8,990456
-8,830927,-17,683716
-16,885103,10,911529
16,400890,-16,454010
-16,928501,11,943666
1,559014,7,066836
-15,131048,-7,193488
-13,856964,4,442290
-9,663895,-15,505457
16,440609,-16,858591
-1,283643,2,515759
11,310966,-14,470078
-11,777876,-3,815423
-16,751991,10,200526
-11,530346,0,088487
-18,810078,8,117279
19,151546,8,112001
-1,324787,-16,283930
-18,928946,8,587519
-0,349595,-17,217648
4,378339,0,748580
5,652467,-2,513077
13,853814,20,062109
6,356874,-1,029025
-4,472074,-14,694045
-16,356028,13,380986
-6,297616,2,349375
-8,152303,-17,225460
-5,660970,-0,421202
-3,151651,8,195176
-15,722209,7,964331
-6,480008,-15,818761
-11,594484,1,923374
-5,627038,-0,546652
-4,188768,-2,036249
17,923922,-16,063486
15,107333,4,622092
15,668045,-10,396016
-16,534311,9,529854
-1,149385,-11,961054
-9,194191,4,412100
9,179436,-3,428455
-12,655110,13,721951
24,067469,0,558685
-5,635551,2,730258
-0,926505,3,278261
-12,780183,4,809509
0,362774,-17,683496
-16,115553,6,740420
-13,682378,4,275369
11,311769,18,744652
13,501021,20,576094
-13,620090,6,419055
13,654759,-10,467063
-6,523690,-3,529009
-4,147269,-6,583350
3,786727,15,249266
-14,167054,-10,490604
-14,487402,8,896482
2,829823,14,268828
-3,100580,-7,960007
-12,607162,11,054180
13,902542,2,753021
-10,914906,3,420655
-16,654722,12,236294
11,731936,16,774593
14,933860,4,468938
19,078930,7,461434
7,820497,-2,985293
-6,564543,-2,368677
-13,539785,3,823823
-2,897598,8,400525
-16,196999,-8,618123
-14,382575,13,885313
-13,389652,12,029969
-0,237344,-7,077537
-15,983088,18,188482
13,074979,2,165668
9,486750,-10,916332
-18,901054,8,548830
-12,683454,14,773983
14,699389,3,517444
-11,518917,-12,621647
-9,594753,-17,510403
15,393309,-16,552689
18,496868,9,386386
-9,641913,1,174933
12,223572,1,036652
-15,599512,13,085922
1,480553,-2,335914
13,497813,-10,509690
-14,717641,-8,347427
-15,728788,8,226636
-15,638590,8,217765
-5,955492,21,999693
-8,997800,-13,419193
-16,432030,13,093144
9,670029,-13,492531
-15,545349,5,989357
-14,372712,-8,161468
-2,748690,-11,436824
-6,229724,-16,257250
-14,605778,17,236963
7,886104,-12,101806
6,748062,2,920877
-6,352438,-14,005003
-0,181878,11,378365
-0,351247,4,042321
-4,393156,-6,318779
-1,218139,9,098778
-1,588296,1,838773
2,031328,-8,753282
17,848618,-16,274990
22,326786,-13,622532
6,556110,3,564518
-15,468664,7,913467
-18,871243,18,845909
-15,350715,-8,781916
-1,858063,-11,938214
13,824664,16,898359
1,717699,-5,741398
-2,360432,6,069031
-14,088259,5,734127
-4,786378,-7,661166
5,776975,1,117266
11,310349,-8,236704
5,588581,7,547327
10,345801,-6,453464
-12,011941,-13,349521
2,601981,-4,526374
-2,765135,8,795712
-12,554787,11,104581
10,418028,-14,420732
-5,803244,22,140190
18,812126,-3,435489
11,526335,-0,016027
3,061388,-9,892570
6,669965,17,484922
-11,097748,-12,075346
12,906743,2,006921
-13,774760,4,354032
-8,629452,-16,465525
-8,015096,-2,095799
-2,950146,8,586144
16,260330,-16,764626
-4,386518,-17,175346
4,371830,2,798481
5,381982,-3,632219
-1,644146,-0,845182
-8,553683,-17,678305
-9,112051,-1,242166
-12,586665,14,031673
-12,146374,15,691899
23,992105,-0,319652
-14,273082,11,572687
13,420235,-4,938509
-9,620498,-16,921934
3,935225,15,282135
-11,563088,-12,665490
12,721833,1,678545
0,088511,-7,343006
-2,180363,6,232026
-11,304227,-16,058939
4,538626,2,774187
-14,234803,12,961911
2,884127,-0,695389
10,361271,-9,840730
-10,688404,5,425020
-1,825573,-16,427517
24,032558,-0,728128
-2,844478,6,756806
13,692028,17,961414
-8,500620,-17,718170
-6,754815,-13,866517
-10,830080,-16,443253
14,447396,3,452463
-14,473679,-7,983988
-8,878683,-16,198423
11,594276,0,081696
-1,108919,-5,983850
-12,379939,-12,257563
-4,612642,-5,059850
-14,086938,9,418609
-8,175303,19,894451
20,787386,-13,682381
-14,428474,13,927127
1,817250,7,157510
0,684822,-7,286212
-14,783195,-9,112288
-8,497966,4,046917
-2,341935,-14,422513
-4,497912,-16,534241
5,644691,-9,886196
-14,349621,-9,595547
-6,462029,-3,089208
3,278135,-9,938195
-12,090103,2,433504
19,653637,8,519934
5,660365,3,362674
-18,164448,11,007706
8,810973,-5,500600
-15,918750,8,896736
0,031904,-6,168818
20,526213,-13,590836
-2,482762,6,095982
5,722407,-2,817575
0,933994,7,156744
2,063351,5,549454
-12,690681,11,731147
18,462667,5,847788
-5,968756,3,128127
14,780095,16,351500
15,936934,-10,376356
-1,878642,-6,579150
4,999475,5,712224
-12,322049,-13,424695
8,576767,-3,111052
-2,921040,2,679544
-15,442004,-8,745160
-12,285050,11,774521
-13,577772,-11,332026
14,041440,-10,471986
-10,561933,17,478218
6,697247,1,355277
3,471083,5,141733
15,078440,4,129455
-0,445572,10,789386
-11,398990,-14,992604
-5,160506,2,773864
11,352855,-8,295012
-0,840161,0,680153
0,481453,-0,969038
-2,956470,4,251104
-4,107660,-10,046799
9,293665,-9,148129
5,763241,-10,798088
1,042510,-10,066233
19,081030,-3,456244
1,841786,-1,542802
-12,087327,1,075920
-12,983408,-8,007466
11,767616,-15,714841
23,978930,-0,183731
19,503450,6,326068
18,772438,6,738055
3,380780,4,583491
1,051952,7,219921
4,459951,-9,351767
3,059304,14,365319
-12,233112,11,161736
-12,474719,1,348119
6,465981,17,034233
-2,406155,3,098311
-15,416040,7,764436
-9,760468,-16,893002
-15,345543,13,201218
-9,760074,-1,362795
7,154475,-7,432245
4,135806,-0,986912
-6,259314,3,880073
8,502635,17,681770
-7,195131,-17,543892
22,169371,-12,647485
-1,709468,-6,122852
-9,486726,4,337449
-17,197933,18,624006
3,429276,-9,237090
-5,935970,-17,521509
-13,953794,-5,688712
-7,648363,-4,303607
-6,478943,-9,889174
3,530824,-2,281200
-6,849741,-2,786442
-12,497260,3,849017
-6,609859,-3,507954
-0,898210,9,878798
-0,049418,-4,390382
3,767346,2,939517
12,452988,-15,533081
-13,973925,-5,403473
-2,781677,-7,067834
-6,218216,-3,451786
-6,327406,-3,417963
-12,363536,6,765882
-6,864517,-3,712726
-12,763431,11,192030
-11,179134,-11,806460
7,018251,-8,593575
-12,123718,-13,189699
3,740149,5,548650
6,060277,6,007737
-18,607311,7,360272
11,224362,17,014971
-15,393085,13,194424
22,278482,-12,840923
13,829941,2,678891
4,039248,4,371830
1,827204,-9,887886
15,829067,-10,382535
18,722132,8,129725
4,697146,4,793751
-15,992749,13,512530
20,839813,-13,323090
-1,358746,-3,051928
-16,776613,9,969128
6,219259,-7,245212
1,873319,4,062657
20,782843,5,701381
17,877184,7,889000
-7,819241,20,247435
22,652311,-13,709227
-17,146015,5,279546
-5,895022,-6,173242
23,189781,-1,253377
24,670290,-1,394200
-16,911144,5,343865
-12,045311,15,511298
-19,594545,-3,069267
-10,716128,-1,056122
2,146434,8,891357
-12,819157,12,883550
-23,744102,17,527948
-6,066124,-7,173902
-8,937285,4,490853
14,107779,3,230166
11,604302,-6,143977
-13,646929,6,115613
0,506510,-17,833656
-14,712180,-9,113825
18,323376,8,879745
-6,697243,-15,279503
2,459017,-8,117516
-9,954063,-14,812036
-13,479135,-11,787539
-3,932074,-13,909685
-7,949889,-15,021145
16,946325,7,610586
-5,551622,0,016297
-11,728152,0,324069
-15,175816,-7,266142
13,255846,2,250845
-1,535355,-9,206972
-10,908673,-16,481770
0,396393,7,751854
1,855684,12,825457
-9,647720,-17,495493
-8,150260,-12,911414
-13,411207,12,350821
4,102371,15,624226
-2,819321,8,715088
-3,911223,-16,245838
-18,364395,6,515735
-18,541403,9,542052
-8,721933,-3,167985
-12,826273,5,301828
-16,506508,12,863497
4,739788,8,322338
-4,944021,-12,913148
-11,008772,-11,993557
-0,587392,-0,037290
13,615045,20,885611
-12,085896,-13,655416
-19,145481,18,854931
4,366585,-1,741921
12,240510,17,207600
-1,568022,-3,554786
-1,683979,-11,997725
-1,553950,-3,818216
-12,174788,15,236879
10,741179,-10,318261
1,149255,-7,907637
23,825514,-2,571149
-14,445564,-9,314249
-6,229810,-3,973979
3,427226,-9,947931
20,138809,8,469368
-15,032756,-9,237472
8,787556,-9,916628
2,174212,8,845263
-16,711300,18,494511
-9,159595,-17,515881
-17,095659,11,907526
-10,107440,-0,004013
11,580643,-11,092927
25,477890,-2,289397
14,736722,16,308455
16,810337,-16,733068
-16,318216,-8,668697
-12,424012,-13,144669
-0,344935,-6,445799
-12,450286,14,325500
0,974167,-7,349496
-2,006040,3,329376
-8,379806,-1,225693
-15,818155,9,489719
-13,415545,-11,831354
-0,034686,-8,730003
18,680231,-3,880031
-16,111404,13,615057
-3,388345,-7,974349
0,953356,8,288222
-0,158840,-10,837276
8,819950,-11,405453
6,471795,0,509395
-13,328104,13,481395
-1,066122,9,448997
1,501786,-5,515865
22,243389,-1,959634
18,599358,9,723663
25,459944,-2,622787
-16,764326,11,936035
9,737085,-13,218042
-10,018089,-2,625616
-4,271500,-16,798462
7,400311,-8,078806
-1,807224,-14,861574
-19,612852,-3,062770
2,267492,0,883169
-12,078233,-3,124674
-5,603494,-17,155767
-11,932207,5,904932
-3,146023,2,204524
-14,577400,-9,097153
-13,788606,-11,003991
13,975286,-10,492046
16,289640,-16,831585
14,307934,-4,699261
-12,342938,14,964982
-7,002443,4,158740
6,176996,-7,394055
-1,010109,11,260570
19,102041,6,221011
-12,827303,11,762494
4,561190,5,140140
13,561327,18,120010
11,229179,-8,430619
-5,590919,-17,140198
-12,080832,-14,152309
-8,016880,-0,814892
-11,431333,-12,990253
10,937803,18,400848
-1,838215,-11,884139
-16,699177,5,573045
9,190208,-3,430232
6,805342,3,203018
6,541919,4,289520
9,135691,-3,330766
-16,759644,5,264284
-13,084127,7,702375
-10,038464,4,977485
-10,008562,-14,879727
-12,490717,12,332256
11,236270,-14,584822
-0,463058,11,430562
-12,076710,-14,343852
-17,324379,18,653481
-14,462842,13,440487
5,577900,1,534225
18,742634,-15,852777
4,667358,-8,153649
-13,141690,-12,089359
-2,907127,7,923655
-12,542374,11,089755
14,636324,-10,440741
-8,349028,-0,190746
20,647949,7,036483
-13,995338,-5,223457
-1,032659,3,995775
13,382522,2,223324
-9,090836,4,939586
-9,151054,4,610079
2,315515,-2,394562
8,551007,-3,100111
13,972638,19,968325
10,085420,18,271540
-7,048795,3,999387
5,601935,5,457605
-14,043458,-10,715333
-14,738814,17,316339
17,814211,7,231243
7,302125,-10,379643
19,477884,6,871106
16,285067,5,875968
-6,673021,-15,741851
-0,735794,-10,200006
-12,329560,14,960169
-18,533937,9,617717
10,946597,18,658108
-13,942549,-7,059113
-3,206949,8,141588
2,392029,8,863875
0,507675,-9,368209
9,172497,-10,660412
20,937754,-15,194055
-3,239441,-14,282736
-6,346888,-3,709803
11,332498,-11,628786
-7,864854,-17,384281
-0,156546,5,234523
-14,423054,-8,025129
13,884504,-4,550601
-14,918512,13,570708
25,263119,-2,438867
-12,809737,5,268062
-7,425217,-2,145916
-3,203560,8,138620
15,979630,5,322165
6,546862,2,065418
-1,133819,-16,616413
-4,662416,-7,426852
0,750952,12,181612
-11,197607,-0,821435
-1,705055,-7,931788
4,152287,8,287197
-10,235238,-0,769556
7,227846,-7,795251
-1,478693,8,126476
-13,932458,-10,535775
-1,719930,-15,111508
-5,608581,-9,042404
-16,622684,18,456598
-1,699419,3,596591
-0,722266,-1,280889
13,704939,-16,190804
18,604372,8,782397
-3,195710,-8,147742
-14,878823,17,439318
10,865674,-12,932242
8,939292,-9,402708
-14,891408,13,680132
-15,338744,11,737943
-14,002800,-5,165932
1,072689,-9,127707
13,700284,-16,189480
16,297956,-16,443264
25,049664,-1,838981
-17,986204,10,564878
3,716215,15,094617
-12,364552,14,960735
-4,609132,-7,144323
3,574785,0,816418
-12,181078,9,928668
5,263216,4,854964
11,379528,18,792997
0,185634,9,874525
-6,478313,-7,208524
11,039020,-4,799745
24,001545,0,080222
-10,181601,4,628187
4,095720,15,618167
-0,666369,4,990633
2,263215,7,703602
-3,244479,4,162532
5,284161,16,718170
-11,820695,1,638533
1,379328,-6,065307
11,430967,-10,166349
-3,197434,4,034567
-5,817891,-2,002779
11,374570,-14,625319
3,356709,7,316173
-12,168755,5,690271
11,591726,-10,990945
5,825378,-4,201259
6,786123,17,136074
-1,222844,-9,494109
-12,694169,11,621571
19,296890,8,351089
-5,889945,-6,096451
-11,978053,15,710470
-19,613993,-3,041944
4,753503,4,723166
6,331092,1,958182
-7,798734,-4,681439
8,662875,-10,992625
15,458251,4,959655
-16,166883,6,263394
-7,689412,3,944309
6,955061,-10,573773
19,338926,-3,340044
3,260525,0,950446
-11,098621,0,501596
-0,740867,10,053952
18,510773,7,510704
0,531667,12,009219
18,154799,6,130294
-19,436056,18,858908
-6,166669,-3,634906
-17,857380,5,097182
-18,034575,9,073125
6,619959,-8,004361
5,101860,7,423049
-0,826139,-11,421336
-11,323197,-11,780183
-12,489702,1,066208
-11,680871,-13,006026
-3,514887,-13,278418
5,541130,16,914911
-2,210041,-10,103043
-1,482016,-16,411839
9,381375,-9,021573
10,013501,17,870216
3,532584,1,122090
12,890134,19,062338
1,268427,-2,453729
-8,940447,4,369991
11,280081,18,680185
-13,766435,11,306356
20,416798,-2,928328
21,618702,-14,406114
9,128060,-13,021838
-14,110174,9,818931
-11,620730,-3,158486
12,043780,0,784627
-14,570392,7,521608
-21,815069,18,413023
-13,223404,-9,879838
-3,058946,2,735926
-3,608110,-0,401386
-10,246643,-0,606754
-1,825378,-8,591150
12,392962,17,851458
16,722687,7,591351
9,640608,-10,592809
16,395969,5,718710
-12,244189,5,457812
-6,456943,-7,450204
12,754777,1,753703
-16,733433,11,713814
16,539904,-16,885914
-1,093444,-10,383266
-10,017529,-14,888854
6,199580,-6,908088
-7,711280,3,949227
-1,780149,-16,189850
22,728403,-13,691176
22,631668,-13,724601
-18,895277,8,926488
17,707632,8,307489
2,088442,13,074734
12,053576,0,754906
11,707578,-15,658113
2,604531,8,107402
6,780396,17,466286
-14,957357,-9,511042
-9,779956,4,538804
6,515294,2,404209
-16,258263,-8,639371
-19,590769,-3,068327
18,569098,-3,291432
-5,136476,1,635336
11,117728,-10,065888
-11,120470,2,495115
11,443391,-8,129663
18,162579,6,934475
-0,910782,-3,683608
21,393114,-12,649383
11,512063,-9,617352
23,928406,-2,530781
11,619953,0,103525
3,715310,0,195316
1,819693,-0,451996
-1,663807,-3,460696
-14,034953,-5,096573
-18,279713,6,130379
18,424803,6,269457
5,740504,-2,615597
-7,267837,20,779552
-7,699839,-17,248562
-9,306336,-13,266343
-13,109224,9,904598
-0,766262,10,027591
-14,163608,-7,786823
-0,578814,-4,622050
-1,851953,10,449638
15,236061,-16,583265
-12,094695,-14,013067
4,852838,-8,006833
-12,538005,10,729358
-0,889281,-4,033850
8,926868,-10,049108
5,437330,5,252721
-15,226836,11,866852
-0,284593,-8,518999
-14,384596,13,079735
19,093889,7,662056
-8,526495,4,056346
-6,595678,-11,938187
2,851604,-2,809660
2,125977,-6,302136
-16,216400,-8,641927
11,123877,-5,047328
18,766048,-15,858283
13,611187,17,658304
21,726723,-14,539395
-9,107702,-13,703381
10,182547,18,254629
11,868537,16,891233
-3,962560,-2,106972
-7,619916,-16,685200
-16,777674,9,951724
-14,004612,-5,576235
5,753205,17,025234
11,583261,-4,767585
0,458755,-17,768291
-11,942624,6,727279
-0,011165,-17,459240
-7,492837,-14,044688
-18,100079,11,145494
11,308816,-7,920822
7,271516,-7,756886
-11,225279,-0,348833
-14,163942,12,980738
-13,962266,6,549073
-7,655370,4,011012
0,938225,12,279159
20,928497,-15,223395
-3,191812,-10,906044
11,559118,0,021703
-14,043764,-5,051053
-16,993006,10,181098
-6,289313,-8,547671
18,331432,5,803252
10,888713,-10,269238
-8,447256,-16,226994
-8,089040,-0,213543
-7,890438,-12,102913
20,887442,-15,199100
-1,972741,-14,581269
18,217461,8,385645
-1,501253,4,617505
23,947983,-0,433164
12,885535,1,850046
-12,128879,5,706728
-7,999950,20,072617
3,133512,-9,008323
-3,711691,-12,580149
-2,816443,9,996464
8,570084,-10,976213
-22,989740,17,911667
-8,443406,-14,017821
1,248410,6,762452
5,391798,16,253300
7,000282,-8,594748
18,677362,10,796816
-9,191333,4,255250
11,624276,0,123065
12,159598,17,108036
-2,272570,-13,174109
5,155655,7,411343
-6,661494,-15,728592
-12,488528,11,623546
-5,844144,3,910053
-12,538789,11,173194
18,301163,-3,434236
-7,711753,-4,120567
-17,536598,10,687222
-13,650115,-6,772355
-5,101613,-1,064339
-8,805061,4,325831
-1,771131,-14,594262
-13,503807,15,913764
20,546898,-13,579885
